,LRP No,Road Chainage,LRP TYPE,Description,Latitude Decimal,Longitued Decimal,,source_file
,LRPS,0,Others,Start from Machpara Rail Station uttara bazar.,23.8048333,89.3579444,,R712.lrps.htm
,LRP001,0.255,Km Post,Info missing,23.8052778,89.3556389,,R712.lrps.htm
,LRP001a,0.358,Rail Road Crossing,Rail Road Crossing,23.8056389,89.3548333,,R712.lrps.htm
,LRP001b,1.03,Bridge,Bridge start,23.8013333,89.3567222,,R712.lrps.htm
,LRP001c,1.043,Bridge,Bridge end,23.80125,89.3567222,,R712.lrps.htm
,LRP001d,1.209,Culvert,Box Culvert,23.794333,89.3562222,,R712.lrps.htm
,LRP002,1.255,Km Post,Km post missing,23.7993052,89.3560278,,R712.lrps.htm
,LRPE,2.22,Others,End at Machpara Bazar and Intersection with R 710.,23.7913608,89.3532778,,R712.lrps.htm
,,,,,,,,R712.lrps.htm
,,,,,,,,R712.lrps.htm
